source,target,weight
62071,26584,0.24770068
62071,55474,0.200391491
62071,6669,0.449922829
76363,65108,0.114207918
76363,41429,0.455039863
76363,48814,0.396941795
76363,22420,0.583417524
76363,18081,0.37090903
76363,7255,0.549850706
76363,51379,0.426221097
76363,84821,0.390024476
76363,25642,0.362236642
76363,37074,0.506285931
76363,62115,0.169304363
76363,51136,0.397548598
76363,36887,0.385705471
76363,74592,0.397057521
76363,42370,0.372092998
76363,17356,0.373866088
76363,89911,0.374130849
76363,2167,0.344070003
76363,46164,0.340775431
76363,25756,0.385064958
76363,80201,0.282263054
76363,33673,0.446126243
76363,69290,0.309293676
76363,1381,0.303824663
76363,26584,0.320937901
76363,46261,0.326632493
76363,16629,0.339067758
76363,42666,0.511276652
76363,13293,0.152071688
76363,58064,0.360514235
76363,54273,0.309486763
76363,52770,0.139366638
76363,33775,0.3254483
76363,35161,0.189713475
76363,82868,0.506402806
76363,5803,0.315202168
76363,55474,0.463735947
76363,19612,0.322197405
76363,6669,0.384438827
76363,52983,0.378740795
76363,26076,0.396338266
76363,25736,0.544788247
76363,50197,0.219915659
76363,14356,0.384989366
76363,1652,0.386649576
76363,40,0.398763684
65108,79253,0.487659133
65108,83838,0.313303815
65108,40261,0.173004172
65108,42666,0.275997605
65108,78921,0.319234773
65108,62319,0.319827864
65108,78378,0.125452728
65108,21546,0.349652392
65108,47248,0.322700229
65108,6745,0.354746265
65108,21603,0.324794089
65108,13293,0.564313204
65108,36758,0.377898641
65108,69548,0.328896028
65108,29920,0.124176632
65108,88304,0.132748182
65108,53030,0.308216068
65108,21601,0.196267562
65108,87974,0.305966178
65108,10655,0.255116578
65108,79004,0.50724372
65108,1899,0.299122424
65108,77013,0.368430791
65108,46261,0.329675345
65108,75241,0.171723925
65108,17183,0.336594703
65108,80980,0.55775163
65108,11405,0.304634583
65108,55474,0.391693952
65108,19612,0.368795695
65108,68557,0.331849009
65108,62243,0.307524166
65108,40520,0.471438311
65108,77346,0.198623003
65108,31327,0.308425445
65108,12056,0.339201297
65108,72672,0.374296272
65108,62847,0.208881537
65108,7197,0.458840407
65108,31025,0.307433551
65108,10754,0.524350612
65108,53190,0.293238257
65108,1661,0.340100834
65108,85777,0.399855979
65108,58064,0.12640931
65108,25115,0.444481529
65108,39751,0.355393053
65108,57660,0.551129798
65108,48273,0.138964225
65108,54273,0.337000649
65108,55286,0.107477605
65108,16629,0.148835425
65108,66470,0.122927662
65108,56904,0.388464247
65108,62093,0.218713254
65108,48592,0.580197233
65108,59471,0.377560727
65108,56079,0.594312775
65108,8483,0.323575048
65108,1138,0.371347412
65108,24024,0.328880972
65108,40763,0.238332287
65108,14356,0.390760633
65108,73469,0.297280327
65108,50502,0.131523645
65108,78619,0.33040336
65108,14587,0.113292892
65108,88837,0.33809362
65108,93647,0.387349285
65108,84937,0.58835238
65108,33775,0.477029999
65108,77423,0.334517681
65108,21979,0.559085961
65108,26975,0.588102775
65108,10791,0.554265527
65108,38741,0.41411826
65108,11009,0.375360903
65108,37783,0.301621359
65108,37767,0.145137568
65108,25736,0.371302937
65108,15916,0.309440003
65108,106,0.403794543
65108,11106,0.190401486
65108,60466,0.48871921
65108,9655,0.371249754
65108,82139,0.335790773
65108,62807,0.325329767
65108,57525,0.267642773
65108,92626,0.350266302
65108,50197,0.286032601
65108,1652,0.248410243
65108,60820,0.50955457
65108,28442,0.336222595
65108,22569,0.356746215
65108,8072,0.16747263
65108,3113,0.2426278
65108,32985,0.350797869
65108,28112,0.38602457
65108,83964,0.397804165
65108,33819,0.449674567
65108,66829,0.346128336
65108,50353,0.537657043
65108,52238,0.126074929
65108,59029,0.471781385
65108,22383,0.341075963
65108,6669,0.321145866
65108,44969,0.540084259
65108,10234,0.308163309
65108,20744,0.312804515
65108,53090,0.392650957
65108,7575,0.308044362
65108,29568,0.302376688
65108,11179,0.365498831
65108,19900,0.530974849
65108,73946,0.239300956
65108,3700,0.395966875
65108,40,0.383509208
65108,72310,0.571125256
65108,52983,0.352104103
65108,70635,0.497000494
65108,35085,0.301694036
65108,40137,0.317037215
65108,56089,0.357995058
65108,16241,0.33201432
65108,90335,0.590309795
65108,26592,0.489967935
65108,6822,0.384390837
65108,84353,0.579171069
65108,56007,0.34748762
65108,14547,0.454649159
65108,11381,0.374902901
65108,82682,0.34202661
65108,38265,0.268971061
65108,24323,0.306959154
65108,4735,0.160641264
65108,78374,0.440959224
65108,6353,0.398627951
65108,83994,0.357373319
65108,54368,0.413687997
65108,2225,0.153131375
65108,11209,0.304567863
65108,72692,0.491849412
65108,15929,0.400702484
65108,28574,0.496712195
65108,21023,0.390981875
65108,41486,0.312440834
65108,62102,0.50520487
65108,46542,0.31717583
65108,71038,0.393940048
65108,56304,0.328766256
41429,28135,0.537747622
41429,85762,0.42074444
41429,2658,0.163273857
41429,69666,0.311004876
41429,14057,0.458383259
41429,16591,0.202734425
41429,55274,0.411204949
22420,28112,0.355620734
22420,83964,0.37743489
22420,40069,0.300596104
22420,33775,0.331080012
22420,34238,0.378001532
22420,39842,0.493548133
22420,55864,0.368024655
22420,24481,0.345579821
22420,59419,0.352558099
22420,52983,0.36767888
22420,83746,0.541136497
18081,26076,0.350690012
18081,33994,0.380725388
18081,61322,0.462027757
18081,68214,0.39636658
7255,21018,0.345655665
51379,25736,0.577438825
51379,34224,0.306228242
51379,66584,0.275565744
51379,42949,0.565616842
51379,35161,0.348865117
51379,43912,0.304063848
51379,84740,0.561900993
51379,12544,0.353441129
51379,2896,0.394611002
51379,46148,0.364549844
51379,34852,0.332767513
84821,3113,0.322916248
84821,23808,0.371754585
84821,37935,0.591381298
25642,1138,0.181533016
37074,73919,0.452623346
37074,73311,0.151990522
37074,49887,0.211831834
37074,56789,0.36262892
37074,81745,0.394712083
37074,6981,0.365595714
37074,90675,0.290693052
37074,56945,0.394842434
62115,352,0.31753417
62115,30867,0.340733844
62115,1256,0.154703301
62115,35467,0.376399205
51136,19577,0.467538104
36887,3741,0.303074649
42370,52770,0.347121495
17356,48405,0.380283161
17356,82868,0.183004543
17356,77722,0.367082448
17356,83639,0.30943756
17356,85378,0.159496537
17356,67695,0.547288652
17356,89911,0.460138294
89911,93606,0.30183791
89911,28268,0.264519954
89911,1834,0.308692438
89911,12535,0.164420474
89911,85378,0.364142855
89911,3831,0.322041134
46164,13143,0.499033415
25756,21395,0.377928513
80201,23760,0.3796272
33673,50197,0.337371032
33673,72860,0.221473977
69290,70846,0.302155713
69290,34328,0.322055232
69290,87621,0.325003095
69290,61858,0.537621972
69290,5637,0.386989029
1381,16105,0.225120826
1381,7571,0.358717996
1381,67769,0.547842269
1381,61103,0.39772314
1381,1909,0.372845041
1381,73597,0.356567481
1381,22671,0.396262893
1381,21063,0.413095222
26584,87058,0.360751438
26584,56304,0.204252117
21506,80814,0.300446721
21506,72719,0.297293943
21506,81048,0.511823645
21506,48807,0.314972678
21506,38644,0.165593329
21506,56304,0.329010561
52119,28112,0.198740343
52119,1652,0.416348203
52119,10791,0.548341958
52119,62474,0.257850225
52119,23863,0.10226748
52119,74240,0.339764286
52119,32601,0.136621824
66252,16105,0.23981439
66252,66584,0.32103622
66252,51477,0.505416245
66252,67890,0.382157631
66252,65452,0.472436415
66252,80121,0.35398736
38793,6745,0.372698756
38793,11897,0.483396574
38793,82139,0.462419657
38793,21229,0.393407245
38793,36385,0.532096038
38793,37113,0.313603548
83885,76549,0.403846527
83885,7446,0.189012054
83885,75603,0.141462802
83885,34328,0.227115837
83885,67898,0.314943714
83885,80149,0.307600965
83885,12684,0.321382213
83885,13393,0.572664814
83885,58791,0.151242669
83885,2175,0.386862362
83885,48534,0.276073823
83885,18410,0.458131016
83885,51391,0.23317056
83885,20730,0.233499583
83885,45373,0.47747255
83885,36508,0.374239981
83885,73676,0.371616092
83885,72672,0.127382409
83885,91173,0.357388593
83885,20811,0.378720283
83885,67010,0.286868448
83885,77694,0.363319836
83885,43316,0.227652401
83885,8072,0.174305786
83885,71038,0.467416081
83885,28442,0.246570801
83885,10093,0.236290591
83885,66829,0.403273152
83885,76626,0.305673018
83885,84604,0.414780854
83885,53445,0.417403919
83885,66320,0.484203931
83885,72101,0.332795099
78069,62807,0.375602505
78069,73736,0.253008082
78069,64524,0.377335674
1909,58672,0.313492526
1909,80167,0.343453351
51274,53201,0.316054862
51274,84937,0.476401247
51274,8342,0.167489489
51274,65917,0.359408208
51274,47157,0.393293986
51274,51482,0.474324352
51274,20097,0.342382814
51274,82062,0.369217256
51274,20008,0.359691052
51274,66224,0.396329441
51274,32399,0.516200362
51274,43488,0.33252488
51274,13725,0.33124962
51274,7575,0.138953768
84937,3113,0.357958457
84937,32804,0.326214356
84937,72495,0.371127883
84937,9655,0.409522794
84937,83887,0.306152078
84937,41326,0.218221706
84937,56247,0.360565071
84937,40783,0.327688788
84937,86154,0.312575345
84937,23816,0.311073373
84937,30702,0.377640524
84937,79093,0.58869157
84937,42826,0.450706278
84937,21601,0.156712126
84937,25319,0.37531634
84937,63546,0.464380941
84937,27398,0.594519556
84937,64561,0.403161367
84937,21546,0.329431224
84937,77194,0.581952962
84937,54811,0.246159368
84937,29695,0.306325756
84937,76191,0.234646707
84937,59924,0.390995458
84937,30370,0.366698907
84937,37767,0.49183019
84937,52867,0.382357433
84937,73816,0.316924413
84937,1371,0.402461631
84937,51961,0.309878109
84937,92851,0.377183539
84937,76196,0.542279906
84937,21062,0.372580428
84937,31981,0.100529884
84937,92668,0.320846151
84937,9808,0.247494978
84937,9945,0.415047605
84937,39001,0.396018786
84937,77134,0.388852458
84937,48928,0.17505061
84937,71627,0.338403882
84937,59263,0.37355801
84937,30790,0.412540276
84937,41952,0.332934215
84937,21989,0.269840503
84937,82134,0.354730382
84937,87648,0.325826809
84937,1377,0.333413873
84937,33819,0.367018088
84937,25572,0.202063148
84937,28112,0.394808967
84937,79253,0.37499472
84937,83964,0.589242488
84937,62807,0.383488321
84937,10836,0.367041421
84937,20157,0.372848241
84937,37115,0.34980869
84937,59083,0.371961547
84937,77932,0.329728973
84937,13199,0.296033689
84937,86790,0.289705495
84937,72516,0.116314365
84937,64366,0.41081375
84937,32476,0.505928173
84937,3405,0.506360793
90291,23311,0.375560585
90291,7374,0.479056933
90291,80121,0.348787776
66584,48919,0.369270507
66584,10209,0.202047244
66584,90647,0.247898189
66584,46460,0.562273281
66584,77013,0.56191491
66584,42110,0.367276682
66584,34493,0.2172417
66584,93060,0.325184868
66584,36508,0.398412927
66584,10964,0.377610296
66584,10548,0.385069906
66584,20016,0.342741916
2943,57357,0.338975108
2943,65092,0.39603801
2943,20811,0.233160601
25065,13199,0.503925571
25065,35135,0.27841841
25065,18532,0.10946057
25065,37085,0.318399111
25065,26203,0.379681321
25065,24435,0.326626111
25065,35161,0.354820139
25065,38631,0.318564571
25065,63063,0.304696996
25065,25491,0.4978969
25065,67666,0.10653914
25065,10209,0.186694655
25065,51990,0.556984998
25065,13725,0.306952015
25065,58805,0.381276952
26174,58805,0.355751568
26174,18259,0.330390215
26174,29872,0.16006695
26174,36901,0.360886985
26174,19712,0.366076984
26174,67291,0.472703171
26174,43808,0.15012526
26174,8342,0.323382313
26174,77310,0.366372125
26174,58007,0.371755321
26174,84040,0.445217634
26174,77867,0.398276996
26174,3506,0.398451521
26174,41748,0.309986464
26174,8172,0.542830832
26174,73709,0.381306202
26174,88725,0.454432631
26174,45005,0.394981068
26174,61173,0.301497105
26174,68790,0.396963212
26174,66033,0.567096862
26174,76648,0.344850674
26174,59935,0.445103729
26174,90576,0.484738193
26174,10758,0.485296499
26174,74728,0.194821128
26174,2225,0.316920107
26174,79253,0.516696529
26174,83964,0.490145328
26174,55273,0.317412487
26174,57357,0.30243668
32401,46224,0.506799876
32401,55094,0.457407406
32401,59432,0.36021286
32401,6745,0.105546639
32401,66793,0.359294443
32401,91199,0.369061575
32401,59636,0.38178349
32401,63738,0.375204855
32401,55286,0.274831838
32401,40742,0.345942354
32401,64561,0.36926424
32401,37085,0.345297927
32401,69275,0.420797447
32401,85777,0.31238808
32401,20281,0.151377026
32401,19316,0.37847675
32401,27260,0.320263176
32401,769,0.333873459
32401,29994,0.383358196
32401,87555,0.330849522
32401,10209,0.363908591
32401,53107,0.303742039
32401,48721,0.391406379
32401,3113,0.349114232
39722,22341,0.332069707
39722,87328,0.378526807
82113,15334,0.385325259
43966,65485,0.454688632
43966,38935,0.572158766
43966,32985,0.563727961
43966,90849,0.558130625
43966,31810,0.458597255
43966,18032,0.344359171
43966,32379,0.486564178
43966,36737,0.38744373
43966,30961,0.300904849
43966,88870,0.299040609
43966,43093,0.322812688
43966,48721,0.347516541
43966,77104,0.377227034
43966,81521,0.365866974
43966,85694,0.437611994
65040,52770,0.377254334
65040,75568,0.386344152
65040,64486,0.317288109
44219,77932,0.469381663
44219,68352,0.469613203
44219,26720,0.437642989
44219,51232,0.17918561
44219,52928,0.372209599
44219,70969,0.393696467
44219,78378,0.479049425
44219,3405,0.328131243
44219,72438,0.334014062
44219,54147,0.303318896
44219,23323,0.503848842
44219,47484,0.306542115
44219,65742,0.304850453
44219,27971,0.358481743
44219,22253,0.506287744
44219,26786,0.301865823
44219,40769,0.502807489
44219,12301,0.595717501
44219,81513,0.587601606
44219,20059,0.386342542
44219,41041,0.179664487
44219,76248,0.324475132
44219,10048,0.128871542
44219,39437,0.307969538
44219,69918,0.350897022
44219,28135,0.379806864
44219,38265,0.376364031
44219,57525,0.441999413
44219,77411,0.319534637
44219,15011,0.310085013
44219,13725,0.308737671
44219,48405,0.338409314
44219,88771,0.250536641
77932,66572,0.323854138
77932,4269,0.341539976
77932,28135,0.351539112
77932,59924,0.377979458
77932,40327,0.330216213
77932,57857,0.334847454
77932,50150,0.391107974
77932,68481,0.241625736
77932,57357,0.350458577
77932,3405,0.319006498
77932,22253,0.381348207
77932,76248,0.122759465
77932,77411,0.505717278
77932,48405,0.355843274
77932,79716,0.340527422
77932,31990,0.388138876
77932,38265,0.137781925
77932,46727,0.311529641
77932,26720,0.452627037
77932,73378,0.324779082
77932,62319,0.398018884
77932,39813,0.350769981
77932,40776,0.235465407
77932,10209,0.317586904
77932,77310,0.297252235
77932,92168,0.316429677
77932,19956,0.390191688
77932,16796,0.450508366
77932,2341,0.423092729
77932,73526,0.38314311
66572,14496,0.292349467
66572,53489,0.314116461
66572,65695,0.320183125
4269,46727,0.52506378
4269,22656,0.39142143
4269,31990,0.387190984
4269,73378,0.329119498
4269,73526,0.317512693
28135,10209,0.112783838
28135,5707,0.251153914
28135,77310,0.135231456
28135,57357,0.226579453
28135,92168,0.422347121
28135,62319,0.433796417
28135,62479,0.340508793
28135,21603,0.469110729
28135,32514,0.358753714
28135,24831,0.345994764
28135,32468,0.113453798
28135,18532,0.234138683
59924,59229,0.215221562
59924,37783,0.16695535
59924,19956,0.163546248
59924,56089,0.359110065
59924,84353,0.346259092
59924,71113,0.558973761
59924,18980,0.302146653
40327,39813,0.504280731
40327,77411,0.33116244
40327,79743,0.395611377
40327,45885,0.329566742
40327,50150,0.327863872
40327,25081,0.571765581
40327,32802,0.198058952
40327,35267,0.390349635
40327,48405,0.279062666
40327,25736,0.30193709
57857,48405,0.384398524
57857,70710,0.436730292
57857,79716,0.470764073
57857,82139,0.441523738
57857,23323,0.354417603
57857,32569,0.314776938
57857,31990,0.36535349
57857,59492,0.287883075
57857,43774,0.160441486
57857,76809,0.550308347
57857,15518,0.502254935
57857,86748,0.354467087
50150,68504,0.196078607
50150,677,0.334926468
50150,16796,0.387324846
50150,28745,0.288227849
68481,81498,0.27301917
68481,40776,0.143813517
68481,83964,0.307700585
